Not_used_____CFLG25,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Not_used_____CFLG26,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Not_used_____CFLG27,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Not_used_____CFLG28,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Potential_Customer_____CPCF,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
PRINT_BACKORDER_INFO_ON_CUST_INVOICE_____CPRTBO,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Print_Delivery_Mani_____CFLAG3,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Print_Net_on_OE610_____CN610,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
PRINT_PACK_LIST_FROM_OE_____CPPLOE,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Prod_Report_A/R_Y/N_____CMPRAR,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Prod_Report_N/P/F/E_____CMPROD,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Purchase_Discount_Flag_____CPDISC,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Quote_Detail_User_Exit_Pgm_____CQTDTE,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
Quote_Summary_User_Exit_Pgm_____CQTSME,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
Quote_to_Order_User_Exit_Pgm_____CQTORE,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
Req_Job_____CFLG11,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Require_Part#_____CFLAG6,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
REQUIRE_SHOP#_IN_SHIPADR_____CRQSHP,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Restrict_Pricing_____CFLG12,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Sale_Territory_____CTERR,0,1,"    (1278)","   ,    ,    ,    ,    ",Category/Code,varchar,(3),1278,0,0.00%,7
SALES_CALL_TYPE_____CSLSCT,0,1,"    (1278)","   ,    ,    ,    ,    ",Category/Code,varchar,(3),1278,0,0.00%,7
Salesman_Three_Commissioned_Y_or_N_____CCOMM3,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Salesman_Two_Commissioned_Y_or_N_____CCOMM2,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Separate_Pricing_____CFLG13,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Shipping_Tag_Type_____CSHPT,0,1,SHIPTAG  (1278),"SHIPTAG , SHIPTAG , SHIPTAG , SHIPTAG , SHIPTAG ",Category/Code,varchar,(8),1278,0,0.00%,7
Shipping_Tag2_Type_____CSHPT2,0,1,"         (1278)","        ,         ,         ,         ,         ",Category/Code,varchar,(8),1278,0,0.00%,7
SPECIAL_O/E_ENTRY_____CCSOE,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Special_Pricing_Program_Name_____CPGMNM,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
Use_Special_Bill_of_Lading_Numbers_____CCSBLN,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
USER_DEFINED_PRINT_____CFLAG5,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
USER_EXIT_2ND_ORDER_PRINT_PGM_____CUE2OP,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
USER_EXIT_BOL_PRINT_PGM_____CUEBLP,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
USER_EXIT_INVOICE_PRINT_PGM_____CUEIPP,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
USER_EXIT_INVOICE_PROGRAM_____CUEINP,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
USER_EXIT_ORDER_PRINT_PGM_____CUEOPP,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
USER_EXIT_PACK_LIST_PRINT_PGM_____CUEPLP,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
User_Exit_Pgms?_____CSPRFL,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
USER_EXIT_SHIP_LABEL_PRINT_PGM_____CUESLP,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
Waive_Minimum_Order_Value_____CWAVMN,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
WEB_FIELD_A_____CWEBA,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
WEB_FIELD_B_____CWEBB,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
WEB_FIELD_C_____CWEBC,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
WEB_FIELD_D_____CWEBD,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
WEB_FIELD_E_____CWEBE,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Customer_Alpha_Name_____CALPHA,0,1266,1 (1278),"T&S MACHINE CO INC                 , HEARTY ENERGY SERVICES             , KEYSTONE ENERGY TOOLS LLC          , AZURE INTERNATIONAL                , RJ ENGINEERING SYSTEMS             ",Text,varchar,(35),1278,0,0.00%,8
Customer_Name_____CCUSTN,0,1258,1 (1278),"APOLLO MACHINE & WELDING LTD       , U-TEC                              , RUHRPUMPEN INC                     , GULF COAST REPAIR & MACHINE SHOP   , TALLY PRODUCTION SYSTEMS           ",Text,varchar,(35),1278,0,0.00%,8
Address_1_____CADDR1,0,1234,1 (1278),"14300 NW FRWY STE AJ               , 9140 TAVENOR LANE                  , PO BOX 2368                        , 10421 TANNER RD                    , 1614 ISOM ST                       ",Text,varchar,(35),1278,0,0.00%,8
Customer_Phone_Number_____CPHON,0,1166,"N (1277), Y (1)","713 466 8853      ,                   , 713 910 9991      , 281 456 7100      , 281 442 5900      ",Text,varchar,(18),1278,0,0.00%,8
E-MAIL_ADDRESS_____CEMAL,0,981,1 (1278),"kellyjones@hornequipment.com                      , rms@etex.net                                      , DSQUALITY@AOL.COM                                 , paiged@qms.la                                     , ap@leanwerks.com                                  ",Text,varchar,(50),1278,0,0.00%,8
Fax_Phone_Number_____CFPHON,0,549,"N (1277), Y (1)","                  ,                   , 979 830 0402      ,                   ,                   ",Text,varchar,(18),1278,0,0.00%,8
City_____CCITY,0,346,"                          (1278)","HOUSTON                  , EDMONTON                 , SAN ANTONIO              , BOSSIER CITY             , DUBAI                    ",Text,varchar,(25),1278,0,0.00%,8
Address_2_____CADDR2,0,107,1 (1278),"                                   ,                                    ,                                    ,                                    ,                                    ",Text,varchar,(35),1278,0,0.00%,8
WEB_SITE_ADDRESS_____CWEBS,0,75,1 (1278),"                                                  ,                                                   ,                                                   ,                                                   , MB QUOTED                                         ",Text,varchar,(50),1278,0,0.00%,8
State_____CSTAT,0,48,"                          (1278)","TX, TX, VA, TX, OK",Text,varchar,(2),1278,0,0.00%,8
Address_3_____CADDR3,0,21,1 (1278),"                                   ,                                    ,                                    ,                                    ,                                    ",Text,varchar,(35),1278,0,0.00%,8
