COLUMN,UseforDiagram,TYPE,DISTINCT VALUES,VALUES INFO,SAMPLE DATA,TOTAL ROWS,ISUNIQUE,DB DATA TYPE,DB TYPE DETAILS,NULL COUNT,SORTORDER,TableName,NULL PCT
Ship_Date_Year_____BSSHYY,1,Date (Suffix),14,"23.0, 19.0, 22.0, 21.0, 17.0","22.0 (9033), 19.0 (7268), 23.0 (7050), 18.0 (6548), 21.0 (6355), 24.0 (6129), 17.0 (5258), 20.0 (4713), 25.0 (1968), 16.0 (128)","54,512",0,nvarchar,(MAX),0,11,z_Service_Purchase_Order_Header_File_____SPHEADER,0.00%
Record_Code_____BSRECD,1,FK,1,"A, A, A, A, A",A (54512),"54,512",0,nvarchar,(MAX),0,2,z_Service_Purchase_Order_Header_File_____SPHEADER,0.00%
Terms_Code_____BSTERM,1,FK,5,"1.0, 1.0, 1.0, 1.0, 1.0","1.0 (54193), 6.0 (214), 29.0 (100), 9.0 (4), 22.0 (1)","54,512",0,nvarchar,(MAX),0,2,z_Service_Purchase_Order_Header_File_____SPHEADER,0.00%
Tracking_Code_____BSTRAK,1,FK,22,"4STV, 4REC, 4RHT, 4REC, 4RHT",Distinct: 22,"54,512",0,nvarchar,(MAX),714,2,z_Service_Purchase_Order_Header_File_____SPHEADER,1.31%
CALCULATING_WIDTH_____BSWDTH,1,Category,14,"0.0, 0.0, 0.0, 0.0, 0.0","0.0 (54460), 9.25 (10), 14.125 (8), 10.25 (7), 13.25 (7), 11.25 (3), 12.0 (3), 15.5 (3), 15.800000000000001 (3), 12.25 (2)","54,512",0,nvarchar,(MAX),0,3,z_Service_Purchase_Order_Header_File_____SPHEADER,0.00%
Transaction_#_____DXORDR,1,PK,"165,315","881964.0, 816695.0, 920764.0, 922752.0, 891637.0",Distinct: 165315,"165,327",0,nvarchar,(MAX),0,4,z_Sales_Description_Override_____SLSDSCOV,0.00%
Item_Print_Descr_Two_____DXDSC2,1,Text,"8,447","FLUID CYLINDER FORGING        , HF 4130 LN80 QT               , HF 4130M 125 KSI QT           , HF 4140 110KSI NQT            , HF  4130 75 KSI NQT++         ",Distinct: 8447,"165,327",0,nvarchar,(MAX),8,4,z_Sales_Description_Override_____SLSDSCOV,0.00%
Item_Print_Desc_Three_____DXDSC3,1,Text,146,"                              ,                               ,                               ,                               ,                               ",Distinct: 146,"165,327",0,nvarchar,(MAX),164822,4,z_Sales_Description_Override_____SLSDSCOV,99.69%
Item_Print_Descr_Four_____DXDSC4,1,Category,3,"                              ,                               ,                               ,                               ,                               ","(PIN X PIN)                    (2), UNDER PO# 12760331             (1), WILL TAPER TO 3"" ID            (1)","165,327",0,nvarchar,(MAX),165323,3,z_Sales_Description_Override_____SLSDSCOV,100.00%
Item_Print_Descr_Five_____DXDSC5,1,Category,4,"                              ,                               ,                               ,                               ,                               ","012345678901234567890123456789 (5), .                              (1), `                              (1), 4.6                            (1)","165,327",0,nvarchar,(MAX),165319,3,z_Sales_Description_Override_____SLSDSCOV,100.00%
Item_Print_Descr_Six_____DXDSC6,1,Single Value,1,"                              ,                               ,                               ,                               ,                               ",0                              (3),"165,327",0,nvarchar,(MAX),165324,7,z_Sales_Description_Override_____SLSDSCOV,100.00%
Order_Type_____DXTRNT,1,Category,4,"OE, OE, OE, OE, OE","OE (155642), BD (9197), QE (408), PO (80)","165,327",0,nvarchar,(MAX),0,3,z_Sales_Description_Override_____SLSDSCOV,0.00%
Order_Type_____DXTYPE,1,Category,3,"A, A, A, A, A","A (155645), B (9276), Q (406)","165,327",0,nvarchar,(MAX),0,3,z_Sales_Description_Override_____SLSDSCOV,0.00%
L/M_Century_____DXLMCC,1,Date (Suffix),1,"20.0, 20.0, 20.0, 20.0, 20.0",20.0 (165327),"165,327",0,nvarchar,(MAX),0,11,z_Sales_Description_Override_____SLSDSCOV,0.00%
L/M_Day_____DXLMDD,1,Date (Suffix),31,"28.0, 10.0, 30.0, 14.0, 21.0",Distinct: 31,"165,327",0,nvarchar,(MAX),0,11,z_Sales_Description_Override_____SLSDSCOV,0.00%
L/M_Month_____DXLMMM,1,Date (Suffix),12,"12.0, 3.0, 5.0, 3.0, 7.0","3.0 (15669), 1.0 (15032), 2.0 (14501), 10.0 (14270), 4.0 (13973), 8.0 (13872), 6.0 (13695), 5.0 (13618), 9.0 (13044), 7.0 (12709)","165,327",0,nvarchar,(MAX),0,11,z_Sales_Description_Override_____SLSDSCOV,0.00%
L/M_Year_____DXLMYY,1,Date (Suffix),13,"23.0, 23.0, 17.0, 25.0, 24.0","22.0 (25067), 23.0 (19808), 24.0 (18631), 21.0 (18630), 18.0 (16347), 19.0 (16196), 17.0 (13315), 20.0 (11704), 16.0 (7899), 14.0 (6362)","165,327",0,nvarchar,(MAX),0,11,z_Sales_Description_Override_____SLSDSCOV,0.00%
Record_Code_____DXRECD,1,FK,1,"A, A, A, A, A",A (165327),"165,327",0,nvarchar,(MAX),0,2,z_Sales_Description_Override_____SLSDSCOV,0.00%
MAIN_LINE_____DXMLIN,1,Category,13,"1.0, 1.0, 1.0, 1.0, 1.0","1.0 (164562), 2.0 (517), 3.0 (154), 4.0 (52), 5.0 (24), 6.0 (7), 7.0 (4), 8.0 (2), 10.0 (1), 11.0 (1)","165,327",0,nvarchar,(MAX),0,3,z_Sales_Description_Override_____SLSDSCOV,0.00%
L/M_User_____DXLMUS,1,Text,34,"MBERGERO  , KDURAN    , SCHARTRAND, AVELASQU  , TRANDAZZ  ",Distinct: 34,"165,327",0,nvarchar,(MAX),0,4,z_Sales_Description_Override_____SLSDSCOV,0.00%
Tran._District_#_____DXDIST,1,Single Value,1,"1.0, 1.0, 1.0, 1.0, 1.0",1.0 (165327),"165,327",0,nvarchar,(MAX),0,7,z_Sales_Description_Override_____SLSDSCOV,0.00%
Transaction_#_____SHORDN,1,PK,"150,387","862575.0, 827551.0, 871429.0, 852409.0, 865133.0",Distinct: 150387,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Cust_P/O#_____SHCORD,1,FK,"98,827","912163                , 4517649289-CONSIGNME  , 11279                 , 1114354:5             , 21131                 ",Distinct: 98827,"150,390",0,nvarchar,(MAX),1,4,z_Shipments_File_____SHIPMAST,0.00%
CUSTOMER_NUMBER_____SHCUST,1,FK,"1,127","189.0, 981.0, 259.0, 236.0, 118.0",Distinct: 1127,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Billing_Qty_____SHBQTY,1,Text,"12,622","0.64600000000000002, 1.0, 1.0, 1.0, 6.0",Distinct: 12622,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
ORDER_QTY_UOM_____SHOUOM,1,Category,5,"IN , EA , EA , EA , IN ","EA  (132825), IN  (13687), FT  (3663), LB  (69), M   (1)","150,390",0,nvarchar,(MAX),145,3,z_Shipments_File_____SHIPMAST,0.10%
ITEM_NUMBER_____SHITEM,1,FK,"2,147","50749, 50607, 50298, 51590, 50417",Distinct: 2147,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
CUSTOMER_SHIP-TO_____SHSHTO,1,Text,123,"0.0, 4.0, 34.0, 3.0, 0.0",Distinct: 123,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Discount_Sales_Stock_____SHDSLS,1,Text,"4,302","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 4302,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Material_Cost_Direct_____SHMCSD,1,Text,"4,773","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 4773,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Material_Cost_Stock_____SHMCSS,1,Text,"90,072","554.79999999999995, 9.5700000000000003, 2084.1599999999999, 2629.5599999999999, 14513.66",Distinct: 90072,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Material_Sales_Stock_____SHMSLS,1,Text,"69,687","170.0, 1658.0, 215.46000000000001, 105.0, 355.97000000000003",Distinct: 69687,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Matl_Sales_Direct_____SHMSLD,1,Text,"5,316","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 5316,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Order_Qty_____SHOQTY,1,Text,"4,702","1.0, 10.0, 1.0, 6.0, 6.0",Distinct: 4702,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Shipment_Type_Flag_____SHTYPE,1,Category,3,"OE, BO, OE, OE, OE","OE (137765), BO (7183), CM (5442)","150,390",0,nvarchar,(MAX),0,3,z_Shipments_File_____SHIPMAST,0.00%
BILL-TO_COUNTRY_____SHBCTY,1,Category,20,"USA, USA, USA, USA, USA","USA (134371), CAN (10573), SGP (3620), MEX (1324), MAL (171), UK  (107), UAE (78), EC  (51), SA  (37), GB  (21)","150,390",0,nvarchar,(MAX),0,3,z_Shipments_File_____SHIPMAST,0.00%
BILLING_QTY_UOM_____SHBUOM,1,Category,5,"EA , FT , FT , IN , EA ","EA  (77365), IN  (50679), FT  (22335), LB  (7), LT  (4)","150,390",0,nvarchar,(MAX),0,3,z_Shipments_File_____SHIPMAST,0.00%
State_Code_____SHSTAT,1,FK,54,"TX, TX, TX, LA, LA",Distinct: 54,"150,390",0,nvarchar,(MAX),620,2,z_Shipments_File_____SHIPMAST,0.41%
Zip_Code_____SHZIP,1,FK,723,"70507       , 77356       , 637131      , 70507       , T6P 1N5     ",Distinct: 723,"150,390",0,nvarchar,(MAX),36,2,z_Shipments_File_____SHIPMAST,0.02%
ADDRESS_ONE_____SHADR1,1,Text,"1,851","5820 - 97 STREET                   , 700 WEST PONT DES MOUTON ROAD      , 19255 ALDINE WESTFIELD             , 8330 WEST LITTLE YORK RD           , 1953 GRAND CAILOU RD               ",Distinct: 1851,"150,390",0,nvarchar,(MAX),19,4,z_Shipments_File_____SHIPMAST,0.01%
ADDRESS_THREE_____SHADR3,1,Text,26,"                                   ,                                    ,                                    ,                                    ,                                    ",Distinct: 26,"150,390",0,nvarchar,(MAX),148025,4,z_Shipments_File_____SHIPMAST,98.43%
ADDRESS_TWO_____SHADR2,1,Text,160,"                                   ,                                    ,                                    ,                                    ,                                    ",Distinct: 160,"150,390",0,nvarchar,(MAX),139512,4,z_Shipments_File_____SHIPMAST,92.77%
Actual_Scrap_Dollars_____SHSCDL,1,Text,"30,130","0.0, 5.96, 0.0, 74.950000000000003, 75.879999999999995",Distinct: 30130,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Actual_Scrap_KGS_____SHSCKG,1,Text,"28,951","42.790999999999997, 0.0, 3.472, 2.1360000000000001, 4.2919999999999998",Distinct: 28951,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Actual_Scrap_LBS_____SHSCLB,1,Text,"31,075","0.0, 5.6369999999999996, 0.0, 10.013, 0.77900000000000003",Distinct: 31075,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Adjusted_GP%_____SHADPC,1,Text,"11,986","86.650000000000006, 39.939999999999998, -100.0, 16.34, 16.93",Distinct: 11986,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
CITY_25_POS_____SHCITY,1,Text,428,"CARENCRO                 , HOUSTON                  , PATTISON                 , LAFAYETTE                , OGDEN                    ",Distinct: 428,"150,390",0,nvarchar,(MAX),2,4,z_Shipments_File_____SHIPMAST,0.00%
Discnt_Sales_Direct_____SHDSLD,1,Text,503,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 503,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Freight_local+road_____SHFRGH,1,Text,42,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 42,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Frght_Sales_Stock_____SHFSLS,1,Text,154,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 154,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Frght-Out_Cost_Stock_____SHFOSS,1,Text,42,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 42,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
In_Sales_Dept_____SHDPTI,1,Text,22,"WAYNE          , MURRAY         , BEN            , BEN            , BEN            ",Distinct: 22,"150,390",0,nvarchar,(MAX),7392,4,z_Shipments_File_____SHIPMAST,4.92%
Inside_Salesman_____SHINSM,1,Text,23,"1.0, 1.0, 1.0, 4.0, 9.0",Distinct: 23,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Orig_cust#_____SHCSTO,1,Text,"1,127","189.0, 517.0, 179.0, 235.0, 863.0",Distinct: 1127,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Proc_Sales_Stock_____SHPSLS,1,Text,"14,548","0.0, 0.0, 312.5, 550.0, 187.5",Distinct: 14548,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Process_Sales_Direct_____SHPSLD,1,Text,"1,976","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 1976,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Processing_Cost_Direct_____SHPCSD,1,Text,"1,864","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 1864,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Processing_Cost_Stock_____SHPCSS,1,Text,"13,280","0.0, 0.0, 398.0, 932.38999999999999, 0.0",Distinct: 13280,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Sales_Qty_Direct_____SHSLSD,1,Text,"3,479","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 3479,"150,390",0,nvarchar,(MAX),0,4,z_Shipments_File_____SHIPMAST,0.00%
Salesman_Number_____SMSMAN,1,PK,36,"58.0, 20.0, 54.0, 12.0, 19.0",Distinct: 36,36,1,nvarchar,(MAX),0,1,z_Salesman_Master_File_____SALESMAN,0.00%
Salesman_Name_____SMNAME,1,Text,36,"BEN EDWARDS    , SHAWN REYES    , JACOB SPONSEL  , JASON SPONSELLE, MURRAY KAMMERER",Distinct: 36,36,1,nvarchar,(MAX),0,4,z_Salesman_Master_File_____SALESMAN,0.00%
Employee#_____SMEMPL,1,Text,34,"SRANDAZZ  , AVELASQU  , CSITKA    , JASPONSE  ,           ",Distinct: 34,36,0,nvarchar,(MAX),0,4,z_Salesman_Master_File_____SALESMAN,5.56%
Record_Code_____SMRECD,1,Category,1,"A, A, A, A, A",A (36),36,0,nvarchar,(MAX),0,2,z_Salesman_Master_File_____SALESMAN,0.00%
L/M_USER_____SMLMUS,1,Category,4,"CFRIEND   , CFRIEND   , CFRIEND   , CFRIEND   , NTOVAR    ","CFRIEND    (21), NTOVAR     (12), MWUSER     (2), SSHERROD   (1)",36,0,nvarchar,(MAX),0,3,z_Salesman_Master_File_____SALESMAN,0.00%
E-MAIL_ADDRESS_____SMEMAL,1,Text,33,"dpopham@sigmatb.com                               , mbroussard@sigmatb.com                            , sbrown@sigmatb.com                                , smedina@sigmatb.com                               , srandazzo@sigmatb.com                             ",Distinct: 33,36,0,nvarchar,(MAX),0,4,z_Salesman_Master_File_____SALESMAN,5.56%
Sales_Dept_____SMDEPT,1,Text,35,"MONTY          , DAVID          , CHRIS          , CODY           , DARIO          ",Distinct: 35,36,0,nvarchar,(MAX),0,4,z_Salesman_Master_File_____SALESMAN,0.00%
L/M_CENTURY_____SMLMCC,1,Date (Suffix),1,"20.0, 20.0, 20.0, 20.0, 20.0",20.0 (36),36,0,nvarchar,(MAX),0,11,z_Salesman_Master_File_____SALESMAN,0.00%
L/M_DAY_____SMLMDD,1,Date (Suffix),14,"9.0, 9.0, 9.0, 15.0, 9.0","9.0 (15), 13.0 (3), 15.0 (3), 18.0 (3), 17.0 (2), 25.0 (2), 19.0 (1), 24.0 (1), 27.0 (1), 28.0 (1)",36,0,nvarchar,(MAX),0,11,z_Salesman_Master_File_____SALESMAN,0.00%
L/M_MONTH_____SMLMMM,1,Date (Suffix),9,"5.0, 10.0, 5.0, 10.0, 5.0","5.0 (15), 8.0 (5), 9.0 (5), 10.0 (4), 11.0 (3), 2.0 (1), 3.0 (1), 4.0 (1), 6.0 (1)",36,0,nvarchar,(MAX),0,11,z_Salesman_Master_File_____SALESMAN,0.00%
L/M_YEAR_____SMLMYY,1,Date (Suffix),7,"17.0, 22.0, 24.0, 19.0, 17.0","17.0 (16), 24.0 (6), 19.0 (4), 22.0 (4), 23.0 (3), 21.0 (2), 18.0 (1)",36,0,nvarchar,(MAX),0,11,z_Salesman_Master_File_____SALESMAN,0.00%
Commission_-_Lot_Amount_____SMLOTA,1,Single Value,1,"0.0, 0.0, 0.0, 0.0, 0.0",0.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
Commission_-_Percent_Of_Gross_Material_Margin_____SMGMPC,1,Single Value,1,"0.0, 0.0, 0.0, 0.0, 0.0",0.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
Commission_-_Percent_Of_Gross_Profit_____SMGPPC,1,Single Value,1,"0.0, 0.0, 0.0, 0.0, 0.0",0.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
Commission_-_Percent_Of_Sales_____SMSLPC,1,Single Value,1,"0.0, 0.0, 0.0, 0.0, 0.0",0.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
Commission_-_Rate_Per_Ton_____SMCRAT,1,Single Value,1,"0.0, 0.0, 0.0, 0.0, 0.0",0.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
Price_Hold_Dollar_Value_____SMPHDV,1,Single Value,1,"9999999.0, 9999999.0, 9999999.0, 9999999.0, 9999999.0",9999999.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
Price_Hold_Variance_____SMPVAR,1,Single Value,1,"9999999.0, 9999999.0, 9999999.0, 9999999.0, 9999999.0",9999999.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
PRIMARY_ROUTE#_____SMROUT,1,Single Value,1,"0.0, 0.0, 0.0, 0.0, 0.0",0.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
Salesman_District_Number_____SMDIST,1,Single Value,1,"1.0, 1.0, 1.0, 1.0, 1.0",1.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
Salesman_Profit_____SMPROF,1,Single Value,1,"0.0, 0.0, 0.0, 0.0, 0.0",0.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
Vendor_Number_____SMVNDR,1,Single Value,1,"0.0, 0.0, 0.0, 0.0, 0.0",0.0 (36),36,0,nvarchar,(MAX),0,7,z_Salesman_Master_File_____SALESMAN,0.00%
I=INSIDE_O=OUTSIDE_R=REP_M=MGR_____SMTYPE,1,Flag (2 Values),2,"O, I, I, I, I","I (32), O (4)",36,Flag,nvarchar,(MAX),0,10,z_Salesman_Master_File_____SALESMAN,0.00%
Issue_Warning_If_Gross_Profit_%_Over_____SMIWGO,1,Flag (2 Values),2,"60.0, 60.0, 60.0, 60.0, 60.0","60.0 (35), 40.0 (1)",36,Flag,nvarchar,(MAX),0,10,z_Salesman_Master_File_____SALESMAN,0.00%
Issue_Warning_If_Gross_Profit_%_Under_____SMIWGU,1,Flag (2 Values),2,"15.0, 15.0, 15.0, 15.0, 15.0","15.0 (20), 10.0 (16)",36,Flag,nvarchar,(MAX),0,10,z_Salesman_Master_File_____SALESMAN,0.00%
RESTRICTED_ACCESS_____SMRAYN,1,Flag (2 Values),2,"N, Y, N, N, N","N (31), Y (5)",36,Flag,nvarchar,(MAX),0,10,z_Salesman_Master_File_____SALESMAN,0.00%
PRIMARY_STOP_SEQ_____SMSTOP,1,All Whitespace,0,"  ,   ,   ,   ,   ",(All Whitespace),36,0,nvarchar,(MAX),0,12,z_Salesman_Master_File_____SALESMAN,100.00%
Transaction_#_____BDPONO,1,PK,"4,987","516400.0, 518616.0, 518914.0, 517791.0, 518189.0",Distinct: 4987,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
ITEM_NUMBER_____BDITEM,1,FK,906,"50159, BTUBE, BTUBE, 50934, BOBAR",Distinct: 906,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Material_Cost_____BDMCST,1,Text,"1,692","4725.0, 1.3600000000000001, 2840.0, 0.01, 5440.0",Distinct: 1692,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Company_SMO_____BDCSMO,1,Text,29,"DEFAULT                            , STB13                              , DEFAULT                            , STB14                              , STB20                              ",Distinct: 29,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Linked_Order_Number_____BDLOR#,1,Text,"2,451","0.0, 0.0, 950317.0, 957151.0, 0.0",Distinct: 2451,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
CUSTOMER_NUMBER_____BDCUST,1,FK,240,"0.0, 0.0, 807.0, 179.0, 189.0",Distinct: 240,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Vendor_#_____BDVNDR,1,FK,82,"200.0, 115.0, 115.0, 115.0, 825.0",Distinct: 82,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
CRT_Description_____BDCRTD,1,Text,"1,867","4.7500 ROUND BAR                   , 17.5000 OD 13.5000 ID 2.0000 WALL  , 2.250 BAR HF 4140 80 KSI QT        , 8.500 BAR HF 25 CR 80 KSI QT       , 13.500 BAR HF 4130 80 KSI NQT++    ",Distinct: 1867,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Original_Inventory_Quantity_____BDOQOO,1,Text,"2,671","97473.361000000004, 172.91200000000001, 240.0, 320.0, 0.27800000000000002",Distinct: 2671,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Original_Ordered__Quantity_____BDOOQ,1,Text,"2,599","131.47200000000001, 20000.0, 20000.0, 672.95000000000005, 40000.0",Distinct: 2599,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Reserved_Quantity_____BDRESV,1,Text,"2,004","598.75800000000004, 1345.056, 1251.5840000000001, 542.35299999999995, 0.0",Distinct: 2004,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Current_Quantity_Ordered_/_Received_____BDCQTY,1,Text,"1,844","0.0, 2.6699999999999999, 0.0, 0.0, 0.0",Distinct: 1844,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Extended_Material_Cost_____BDEMCS,1,Text,"1,570","0.0, 0.01, 0.0, 14698.719999999999, 1280.0",Distinct: 1570,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Theo._Feet_Ordered_/_Received_____BDTFT,1,Text,860,"17.5, 0.0, 0.0, 10.708, 0.0",Distinct: 860,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Theo._Meters_Ordered_/_Received_____BDTMTR,1,Text,860,"0.0, 0.0, 0.0, 0.72999999999999998, 0.0",Distinct: 860,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Theo._Pieces_Ordered_/_Received_____BDTPC,1,Text,64,"1.0, 1.0, 0.0, 0.0, 1.0",Distinct: 64,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Theo._Pounds_Ordered_/_Received_____BDTLB,1,Text,"2,038","21.379000000000001, 0.0, 0.0, 191.86799999999999, 311.17500000000001",Distinct: 2038,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Theo_Kilos_Ordered_/_Received_____BDTKG,1,Text,"1,999","0.0, 0.0, 0.0, 99.087999999999994, 10.218999999999999",Distinct: 1999,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Total_Inventory_Quantity_Received_____BDTIQR,1,Text,"3,306","43.084000000000003, 426.0, 995.75, 1649.0, 1354.0",Distinct: 3306,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
B=Buyout_D=Mill_Direct_____BDLTYP,1,Category,3,"B, B, B, B, B","B (2453), A (1), Q (1)","5,000",0,nvarchar,(MAX),2545,3,z_Purchase_Order_Detail_File_____PODETAIL,50.90%
Country_____BDCTRY,1,Category,16,"USA, USA, VRC, TR , USA","USA (3333), VRC (489), MEX (279), I   (256), RO  (164), TR  (135), ROK (134), E   (94), CAN (48), D   (22)","5,000",0,nvarchar,(MAX),1,3,z_Purchase_Order_Detail_File_____PODETAIL,0.02%
Current_Quantity_UOM_Ordered_/_Received_____BDQUOM,1,Category,5,"LB , LB , LB , LB , LB ","LB  (4662), EA  (266), FT  (40), IN  (31), MT  (1)","5,000",0,nvarchar,(MAX),0,3,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Extended_Additional_Charge_Cost_____BDEACS,1,Category,3,"0.0, 0.0, 0.0, 0.0, 0.0","0.0 (4995), 4660.0 (4), 180.0 (1)","5,000",0,nvarchar,(MAX),0,3,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Freight_Cost_UOM_Inbound_/_Full_____BDFUOM,1,Category,4,"LOT, LOT, LOT, LOT, LB ","LB  (1888), LOT (1569), CWT (1541), NC  (1)","5,000",0,nvarchar,(MAX),1,3,z_Purchase_Order_Detail_File_____PODETAIL,0.02%
Freight_Terms_(MOP)_____BDFRTR,1,Category,4,"3.0, 3.0, 3.0, 3.0, 3.0","3.0 (3792), 1.0 (1206), 0.0 (1), 2.0 (1)","5,000",0,nvarchar,(MAX),0,3,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Inventory_UOM_____BDIUOM,1,Category,3,"FT , LB , FT , LB , FT ","FT  (2548), LB  (2444), EA  (8)","5,000",0,nvarchar,(MAX),0,3,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Material_Cost_UOM_____BDCUOM,1,Category,10,"EA , LOT, LOT, EA , CWT","LB  (1627), CWT (1031), LOT (918), EA  (903), NC  (293), FT  (178), CFT (27), IN  (21), MT  (1), NT  (1)","5,000",0,nvarchar,(MAX),0,3,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Ordered_UOM_____BDOUOM,1,Category,5,"LB , LB , LB , LB , LB ","LB  (4661), EA  (266), FT  (41), IN  (31), MT  (1)","5,000",0,nvarchar,(MAX),0,3,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
