COLUMN,UseforDiagram,TYPE,DISTINCT VALUES,VALUES INFO,SAMPLE DATA,TOTAL ROWS,ISUNIQUE,DB DATA TYPE,DB TYPE DETAILS,NULL COUNT,SORTORDER,TableName,NULL PCT
Rem_Item_Code_____IMREM,1,FK,"2,611",Distinct: 2611,"52255, 50755, 51855, 50159, 52469","2,613",0,nvarchar,(MAX),0,2,z_Item_Master_File_____ITEMMAST,0.00%
X-Reference_Item_Number_____IMXITM,1,FK,"2,609",Distinct: 2609,"50801, 51924, 50388, 50833, 52347","2,613",0,nvarchar,(MAX),0,7,z_Item_Master_File_____ITEMMAST,0.00%
Outside_Diameter_____IMOUTD,1,Text,220,Distinct: 220,"4.25, 7.875, 22.0, 11.5, 10.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Size_1_____IMSIZ1,1,Text,223,Distinct: 223,"4.0, 9.0, 3.2400000000000002, 7.25, 7.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Size_2_____IMSIZ2,1,Text,293,Distinct: 293,"3.75, 0.0, 5.0, 0.81499999999999995, 10.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Size_3_____IMSIZ3,1,Text,288,Distinct: 288,"0.0, 1.5, 0.0, 2.25, 0.625","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Wall_____IMWALL,1,Text,287,Distinct: 287,"0.0, 0.33700000000000002, 0.875, 0.0, 1.1875","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Item_Print_Descr_One_____IMDSC1,1,Text,897,Distinct: 897,"2.000 ROUND BAR               , 6.750 OD 3.250 ID 1.750 WALL  , 1.500 ROUND BAR               , 3.000 ROUND BAR               , 5.250 ROUND BAR               ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Item_Print_Descr_Two_____IMDSC2,1,Text,992,Distinct: 992,"HF 4340  ANN                  , HF 4140  ANN                  , HF A106B/C AR                 , HF 4130M Q125..               , HF 8630 AR                    ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.11%
Fast_Path_Item_Description_____IMFSP2,1,Text,"2,586",Distinct: 2586,"AB17.000-00.000 HF 4140 110 KSI QT                                    , AB16.000-00.000 HF 4130M7 NORM                                        , AT08.750-04.000 HF 4130M7  ANN                                        , AB30.500-00.000 HF 4130 80 KSI NQT                                    , AB06.250-00.000 HF 4340 110KSI QT                                     ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
CRT_Description_____IMCRTD,1,Text,"2,598",Distinct: 2598,"7.000 BAR HF 4140 110KSI QT++      , 8.50 4.00 2.25 HF4130M7 NQT 285/352, 12.000 8.000 2.000 HF 4130M 125KSI , 2.750 BAR HF 4140 AR               , 14.000 BAR HF 4330V  AR            ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Print_P.O._Description_____IMFDSC,1,Text,"2,598",Distinct: 2598,"4.750 3.500 .625 HF 4140 LN80 QT++ , 2.335 1.710 .313 CD 4130 LN80 QT   , 11.0 4.25 3.375 4340 125KSI 300/341, 3.000 BAR HF 4130 80KSI QT++       , 00.000 00.000 TUBE BUYOUT          ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
25_POSITION_ALPHA_____IMXRF2,1,Text,"1,117",Distinct: 1117,"                         , 52229                    , 52481                    ,                          , 51818                    ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,57.25%
Scrap_Item_Code_____IMSCRP,1,FK,4,"99999 (2610), 50678 (1), A9999 (1), MISC  (1)","99999, 99999, 99999, 99999, 99999","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
Company_SMO_____IMCSMO,1,Text,34,Distinct: 34,"STB01                              , DEFAULT                            , DEFAULT                            , STB01                              , STB17                              ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Average_Material_Receipt_Cost_____IMAVRC,1,Text,"1,498",Distinct: 1498,"0.0, 1602.5279, 80.484300000000005, 161.56460000000001, 62.036700000000003","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Last_Receipt_Cost_____IMRCST,1,Text,"1,472",Distinct: 1472,"0.0, 0.0, 0.0, 0.0, 0.0218","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Last_Receipt_Purchase_Order_____IMPORD,1,Text,"1,484",Distinct: 1484,"513987.0, 514072.0, 514292.0, 514156.0, 515445.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Numeric_Thickness_____IMTHIK,1,Category,19,"0.0 (2581), 10.5 (6), 12.25 (3), 10.25 (2), 11.25 (2), 12.0 (2), 13.25 (2), 14.125 (2), 16.0 (2), 9.25 (2)","0.0, 0.0, 0.0, 0.0, 0.0","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
"VALUES_=_LB_,_CWT,_EA_,_MPC_FT_,_CFT,_SFT,_CSF_____IMCUOM",1,Category,3,"FT  (2573), LB  (38), EA  (2)","FT , FT , FT , FT , FT ","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
W_=_LBS__P_=_PCS__S_=_SFT__F_=_FT_____IMMCOD,1,Category,3,"F (2541), W (70), P (2)","F, F, F, F, F","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
W_=_WEIGHTED_P_=_PIECE_F_=_FOOT_S_=_SQUARE_FOOTM_=_____IMICOD,1,Category,3,"F (2572), W (39), P (2)","F, F, F, F, F","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
WEB_THICKNESS_____IMWTHK,1,Category,18,"   10.5000 (6),    12.2500 (3),     9.2500 (2),    10.2500 (2),    11.2500 (2),    12.0000 (2),    13.2500 (2),    14.1250 (2),    16.0000 (2),     1.2500 (1)","          ,           ,           ,           ,           ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,98.78%
3_POSITION_CLASS_____IMCLS3,1,Text,30,Distinct: 30,"ATH, CBH, ATH, CTH, KTH","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
C_=_COIL__S_=_SHEET__P_=_PLATE__O_=_OTHER_T_=_TUBE_____IMSHAP,1,Category,5,"T (1501), B (1077), P (30), O (3), L (1)","T, T, T, T, B","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.04%
Inner_Diameter_____IMIND,1,Text,286,Distinct: 286,"4.5, 0.0, 2.0, 3.5, 3.5","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Weight_Factor_____IMWGTF,1,Text,772,Distinct: 772,"4.50569182, 98.123955159999994, 64.303453610000005, 10.55500028, 13.79520458","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
WEB_O.D._____IMWOD,1,Text,219,Distinct: 219,"   11.500,    11.810,     6.625,     2.125,     2.625","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,1.38%
WEB_WALL_____IMWWAL,1,Text,279,Distinct: 279,"    0.875,     1.000,          ,          ,     1.500","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,42.79%
Weight_Per_Foot_____IMWPFT,1,Text,754,Distinct: 754,"140.22499999999999, 73.593000000000004, 61.578000000000003, 290.92099999999999, 16.350999999999999","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Calculating_Length_____IMLNTH,1,Text,30,Distinct: 30,"240.0, 240.0, 240.0, 240.0, 240.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Calculating_Width_____IMWDTH,1,Category,19,"0.0 (2581), 20.625 (5), 12.25 (3), 10.25 (2), 11.25 (2), 13.25 (2), 14.125 (2), 15.5 (2), 16.0 (2), 16.25 (2)","0.0, 0.0, 0.0, 0.0, 0.0","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
Display_Length_____IMDSPL,1,Text,70,Distinct: 70,"R/L      , R/L      , 17'/27'RL, R/L      , R/L      ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.11%
1_-_AVERAGE_COSTING__2_-_TAG_COSTING_3_-_TRANSACTI_____IMCSMD,1,Category,3,"1 (2610), 3 (2), 2 (1)","1, 1, 1, 1, 1","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
Record_Code_____IMRECD,1,Flag (%RECD),2,"A (2571), I (42)","A, A, A, A, A","2,613",Flag,nvarchar,(MAX),0,10,z_Item_Master_File_____ITEMMAST,0.00%
Reference_Code_____IMRFC2,1,FK,4,".                         (3), SB                        (3), 0                         (1), S                         (1)","                         ,                          ,                          ,                          ,                          ","2,613",0,nvarchar,(MAX),0,2,z_Item_Master_File_____ITEMMAST,99.69%
Scrap_Item_Flag_____IMSCRF,1,Flag (2 Values),2,"N (2610), Y (3)","N, N, N, N, N","2,613",Flag,nvarchar,(MAX),0,10,z_Item_Master_File_____ITEMMAST,0.00%
Trans#_____GLTRN#,1,FK,"150,500","1.0 (1744235), 0.0 (1200572)","914328.0, 0.0, 938701.0, 0.0, 946925.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Reference_Number_____GLREF,1,FK,"330,142","0.0 (1965714), 1.0 (979093)","52284          , 51996          , 51782          ,          677258,          065044","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Batch_Number_____GLBTCH,1,FK,"91,973","0.0 (1965714), 1.0 (979093)","12063.0, 0.0, 72749.0, 9337.0, 0.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
G/L_Account_Number_____GLACCT,1,FK,128,"C (1491999), D (1452808)","1503000000.0, 1501000000.0, 2201400000.0, 1501000000.0, 1501000000.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Vendor_Name_/_Customer_Name_/_Application_____GLDESC,1,Text,"230,438","3.0 (293217), 1.0 (268187), 4.0 (267315), 2.0 (264767), 8.0 (247567), 5.0 (246417), 6.0 (244926), 10.0 (238069), 7.0 (230042), 11.0 (220778)","GREEN'S BLUE FLAME GAS CO INC      ,  325827                            , SPECIALTY PIPE & TUBE, INC.        , ACCU-TEST LABS, LLP                , CUSTOM THREADING INC               ","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
CUSTOMER_NUMBER_____GLCUST,1,FK,"1,098","1.0 (1579284), 0.0 (1365523)","0.0, 0.0, 860.0, 104.0, 0.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
G/L_Amount_-_Queries_____GLAMTQ,1,Text,"607,505","0.0 (1582505), 3.0 (134340), 4.0 (124632), 1.0 (122438), 2.0 (117996), 5.0 (115572), 8.0 (115257), 6.0 (112784), 10.0 (111186), 7.0 (107881)","-296.30000000000001, -521.61000000000001, -289.0, -1854.5599999999999, 131.75999999999999","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
G/L_Amount_____GLAMT,1,Text,"319,014","C (1491999), D (1452808)","230.16, 5239.8000000000002, 180.28999999999999, 750.74000000000001, 117.31","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Application_Code_____GLAPPL,1,FK,8,"IN (710514), IA (615607), IU (559816), AP (375505), CR (308988), CD (306663), PO (43588), MP (24126)","IN, IA, IU, PO, CR","2,944,807",0,nvarchar,(MAX),0,2,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Credit_/_Debit_Code_____GLCRDB,1,FK,2,"C (1491999), D (1452808)","D, C, C, D, D","2,944,807",0,nvarchar,(MAX),0,2,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Record_Code_____GLRECD,1,FK,2,"E (2918629), A (26178)","E, E, E, E, E","2,944,807",0,nvarchar,(MAX),0,2,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Order_Type_____GLTYPE,1,Category/Code,8,"  (2305074), Q (601412), O (24126), I (11124), A (1848), X (1196), D (23), F (4)"," , Q,  ,  ,  ","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Transaction_Type_____GLTRNT,1,Category/Code,6,"OE (1605070), IA (615607),    (596112), PO (79499), MP (24715), CM (23804)","IA,   , OE, IA, OE","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Lock_Box_Number_____GLLOCK,1,Category/Code,6,"0.0 (2635819), 3.0 (261422), 6.0 (45290), 1.0 (2212), 2.0 (44), 4.0 (20)","0.0, 0.0, 0.0, 0.0, 0.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Related_Party_Customer_or_Vendor_____GLRP#,1,Text,560,"  (2352223), V (592584)","121.0, 0.0, 0.0, 0.0, 0.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
A/P_Trans_____GLAPTR,1,Text,292,"1.0 (1579284), 0.0 (1365523)","0.0, 0.0, 0.0, 0.0, 24.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
G/L_Posting_Year_____GLPPYY,1,Date,8,"22.0 (554961), 23.0 (441720), 21.0 (400615), 24.0 (395843), 19.0 (385468), 18.0 (378186), 20.0 (263138), 25.0 (124876)","23.0, 22.0, 20.0, 23.0, 25.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Posting_Year_____GLPYY,1,Date,11,"22.0 (554786), 23.0 (442166), 21.0 (400506), 24.0 (395773), 19.0 (385593), 18.0 (377693), 20.0 (262809), 25.0 (125470), 12.0 (5), 30.0 (4)","22.0, 20.0, 18.0, 21.0, 24.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Posting_Day_____GLPDD,1,Date,31,"3.0 (293152), 1.0 (270046), 4.0 (266557), 2.0 (264813), 5.0 (247549), 8.0 (245991), 6.0 (244532), 10.0 (237930), 7.0 (231105), 11.0 (221456)","22.0, 18.0, 6.0, 31.0, 29.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Posting_Month_____GLPMM,1,Date,12,"3.0 (293152), 1.0 (270046), 4.0 (266557), 2.0 (264813), 5.0 (247549), 8.0 (245991), 6.0 (244532), 10.0 (237930), 7.0 (231105), 11.0 (221456)","8.0, 8.0, 6.0, 7.0, 3.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
G/L_Posting_Period_____GLPERD,1,Category/Code,13,"3.0 (292951), 1.0 (271885), 4.0 (265516), 2.0 (265177), 5.0 (247040), 6.0 (244822), 8.0 (244479), 10.0 (238907), 7.0 (231341), 11.0 (220159)","4.0, 11.0, 4.0, 1.0, 3.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Reference_Month_____GLRFMM,1,Category/Code,13,"0.0 (1582505), 3.0 (134340), 4.0 (124632), 1.0 (122438), 2.0 (117996), 5.0 (115572), 8.0 (115257), 6.0 (112784), 10.0 (111186), 7.0 (107881)","0.0, 4.0, 0.0, 0.0, 0.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
System_Month_____GLSMM,1,Category/Code,12,"3.0 (293217), 1.0 (268187), 4.0 (267315), 2.0 (264767), 8.0 (247567), 5.0 (246417), 6.0 (244926), 10.0 (238069), 7.0 (230042), 11.0 (220778)","10.0, 3.0, 1.0, 12.0, 7.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Reference_Year_____GLRFYY,1,Category/Code,10,"0.0 (1582505), 22.0 (254546), 23.0 (208265), 21.0 (184144), 24.0 (182496), 19.0 (179873), 18.0 (173054), 20.0 (123710), 25.0 (56126), 17.0 (88)","0.0, 24.0, 21.0, 23.0, 18.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
System_Year_____GLSYY,1,Category/Code,8,"22.0 (556279), 23.0 (441929), 21.0 (399221), 24.0 (395708), 19.0 (386724), 18.0 (376293), 20.0 (262792), 25.0 (125861)","19.0, 19.0, 20.0, 25.0, 18.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Batch_District_____GLBDIS,1,Category/Code,2,"0.0 (1965714), 1.0 (979093)","0.0, 0.0, 1.0, 0.0, 1.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Cust_Dist_____GLCDIS,1,Category/Code,2,"1.0 (1579284), 0.0 (1365523)","1.0, 1.0, 0.0, 0.0, 0.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Reference_Cent_____GLRFCC,1,Category/Code,2,"0.0 (1582505), 20.0 (1362302)","0.0, 20.0, 0.0, 0.0, 20.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Related_Parties_____GLRPTY,1,Category/Code,2,"  (2352223), V (592584)"," , V, V,  ,  ","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Trans_Dist_____GLTRDS,1,Category/Code,2,"1.0 (1744235), 0.0 (1200572)","0.0, 1.0, 1.0, 1.0, 1.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Company_Number_____GLCOMP,1,Category/Code,1,1.0 (2944807),"1.0, 1.0, 1.0, 1.0, 1.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Cost_Center_____GLCSTC,1,Category/Code,1,0.0 (2944807),"0.0, 0.0, 0.0, 0.0, 0.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
District_Number_____GLDIST,1,Category/Code,1,1.0 (2944807),"1.0, 1.0, 1.0, 1.0, 1.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Posting_Century_____GLPCC,1,Category/Code,1,20.0 (2944807),"20.0, 20.0, 20.0, 20.0, 20.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Time_____GLTIME,1,Text,"47,049","  (2352223), V (592584)","160355.0, 85436.0, 143241.0, 104721.0, 110543.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Extract_Time_____GLEXTM,1,Text,"1,618","  (2352223), V (592584)","232724.0, 195719.0, 10429.0, 10032.0, 233945.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Display_ID_____GLDSP,1,Text,220,"  (2352223), V (592584)","YRIOSA1   , YRIOSA1   , YRIOSA1   , YRIOSB0   , CSTEWARTA0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Extract_Date_____GLEXDT,1,Text,91,"  (2352223), V (592584)","20220701.0, 20250131.0, 20180221.0, 20220801.0, 20180905.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
GL_Account_Number_____GACCT,1,PK,258,"A (224), I (34)","4406600000.0, 4303200000.0, 4101300000.0, 4301300000.0, 4301310000.0",258,1,nvarchar,(MAX),0,8,z_General_Ledger_Account_file_____GLACCT,0.00%
GL_Description_____GACDES,1,Text,248,"A (224), I (34)","COGS - OUTSIDE PROCESSING COST     , OPERATIONAL BURDEN COST            , PREPAID FEDERAL INCOME TAXES       , MISCELLANEOUS WAREHOUSE EXPENSE    , ACCRUED PAYROLL TAXES              ",258,0,nvarchar,(MAX),0,8,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_3_____GAAR3,1,Text,59,"0.0 (120), 1125.0 (39), 535.0 (36), 765.0 (23), 205.0 (20), 95.0 (12), 1195.0 (4), 1155.0 (3), 1175.0 (1)","0.0, 0.0, 230.0, 0.0, 1300.0",258,0,nvarchar,(MAX),0,8,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_3_____GARP3,1,Text,59,"0.0 (119), 1125.0 (39), 535.0 (37), 765.0 (23), 205.0 (20), 95.0 (12), 1195.0 (4), 1155.0 (3), 1175.0 (1)","0.0, 0.0, 10.0, 0.0, 75.0",258,0,nvarchar,(MAX),0,8,z_General_Ledger_Account_file_____GLACCT,0.00%
GL_Bal._Sheet_Type_____GATYPC,1,Category/Code,7,"   (141), LU (41), AC (40), AF (20), NW (11), LL (4), AO (1)","  ,   , LL, AF,   ",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_1_____GAAR1,1,Category/Code,20,"0.0 (150), 635.0 (17), 725.0 (14), 25.0 (13), 315.0 (10), 415.0 (10), 205.0 (9), 65.0 (6), 115.0 (5), 455.0 (4)","725.0, 0.0, 65.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_1_____GARP1,1,Category/Code,20,"0.0 (150), 635.0 (17), 725.0 (14), 25.0 (13), 315.0 (10), 415.0 (10), 205.0 (9), 65.0 (6), 115.0 (5), 455.0 (4)","0.0, 0.0, 315.0, 725.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Last_Maintained_Year_____GALMYY,1,Category/Code,15,"94.0 (85), 13.0 (80), 14.0 (29), 15.0 (11), 23.0 (11), 99.0 (10), 21.0 (8), 24.0 (7), 20.0 (5), 17.0 (4)","94.0, 14.0, 14.0, 94.0, 94.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
01-12_____GALMMM,1,Category/Code,12,"6.0 (80), 10.0 (52), 9.0 (36), 12.0 (26), 2.0 (12), 4.0 (12), 11.0 (11), 1.0 (11), 5.0 (8), 8.0 (5)","10.0, 11.0, 10.0, 6.0, 5.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_2_____GAAR2,1,Category/Code,9,"0.0 (120), 1125.0 (39), 535.0 (36), 765.0 (23), 205.0 (20), 95.0 (12), 1195.0 (4), 1155.0 (3), 1175.0 (1)","205.0, 535.0, 765.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_2_____GARP2,1,Category/Code,9,"0.0 (119), 1125.0 (39), 535.0 (37), 765.0 (23), 205.0 (20), 95.0 (12), 1195.0 (4), 1155.0 (3), 1175.0 (1)","0.0, 1125.0, 0.0, 1125.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
GL_P&L_Type_____GATYPE,1,Category/Code,4,"B  (117), PG (108), PP (21), PI (12)","B , B , PP, B , PG",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
A=ACTIVE__D=DELETED_I=INACTIVE_____GARECD,1,Category/Code,2,"A (224), I (34)","A, A, A, A, I",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Last_Maintained_User_____GALMUS,1,Category/Code,7,"CFRIEND    (125), MWBASE     (85), CSTEWART   (35), SUSANNE    (8), TRNGRP1    (2), NTOVAR     (2), SHAWNE     (1)","MWBASE    , CFRIEND   , MWBASE    , CFRIEND   , CFRIEND   ",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Balance_Code_____GABALC,1,FK,2,"D (188), C (70)","D, C, C, D, D",258,0,nvarchar,(MAX),0,2,z_General_Ledger_Account_file_____GLACCT,0.00%
Contra_Acct_Code_____GACONT,1,FK,2,"  (169), C (89)","C,  , C,  ,  ",258,0,nvarchar,(MAX),0,2,z_General_Ledger_Account_file_____GLACCT,0.00%
Last_Maintained_Century_____GALMCC,1,Category/Code,2,"20.0 (163), 19.0 (95)","19.0, 19.0, 20.0, 20.0, 19.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_10_____GAAR10,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_4_____GAAR4,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_5_____GAAR5,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_6_____GAAR6,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_7_____GAAR7,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_8_____GAAR8,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_9_____GAAR9,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Corporate_Acct?_____GACORP,1,Category/Code,1,-258," ,  ,  ,  ,  ",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_10_____GARP10,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_4_____GARP4,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_5_____GARP5,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_6_____GARP6,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
