COLUMN,UseforDiagram,TYPE,DISTINCT VALUES,VALUES INFO,SAMPLE DATA,TOTAL ROWS,ISUNIQUE,DB DATA TYPE,DB TYPE DETAILS,NULL COUNT,SORTORDER,TableName,NULL PCT
WEB_O.D._____IMWOD,1,Text,219,Distinct: 219,"   11.500,    11.810,     6.625,     2.125,     2.625","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,1.38%
WEB_WALL_____IMWWAL,1,Text,279,Distinct: 279,"    0.875,     1.000,          ,          ,     1.500","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,42.79%
Weight_Per_Foot_____IMWPFT,1,Text,754,Distinct: 754,"140.22499999999999, 73.593000000000004, 61.578000000000003, 290.92099999999999, 16.350999999999999","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Calculating_Length_____IMLNTH,1,Text,30,Distinct: 30,"240.0, 240.0, 240.0, 240.0, 240.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Calculating_Width_____IMWDTH,1,Category,19,"0.0 (2581), 20.625 (5), 12.25 (3), 10.25 (2), 11.25 (2), 13.25 (2), 14.125 (2), 15.5 (2), 16.0 (2), 16.25 (2)","0.0, 0.0, 0.0, 0.0, 0.0","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
Display_Length_____IMDSPL,1,Text,70,Distinct: 70,"R/L      , R/L      , 17'/27'RL, R/L      , R/L      ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.11%
1_-_AVERAGE_COSTING__2_-_TAG_COSTING_3_-_TRANSACTI_____IMCSMD,1,Category,3,"1 (2610), 3 (2), 2 (1)","1, 1, 1, 1, 1","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
Record_Code_____IMRECD,1,Flag (%RECD),2,"A (2571), I (42)","A, A, A, A, A","2,613",Flag,nvarchar,(MAX),0,10,z_Item_Master_File_____ITEMMAST,0.00%
Reference_Code_____IMRFC2,1,FK,4,".                         (3), SB                        (3), 0                         (1), S                         (1)","                         ,                          ,                          ,                          ,                          ","2,613",0,nvarchar,(MAX),0,2,z_Item_Master_File_____ITEMMAST,99.69%
Scrap_Item_Flag_____IMSCRF,1,Flag (2 Values),2,"N (2610), Y (3)","N, N, N, N, N","2,613",Flag,nvarchar,(MAX),0,10,z_Item_Master_File_____ITEMMAST,0.00%
Trans#_____GLTRN#,1,FK,"150,500","1.0 (1744235), 0.0 (1200572)","914328.0, 0.0, 938701.0, 0.0, 946925.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Reference_Number_____GLREF,1,FK,"330,142","0.0 (1965714), 1.0 (979093)","52284          , 51996          , 51782          ,          677258,          065044","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Batch_Number_____GLBTCH,1,FK,"91,973","0.0 (1965714), 1.0 (979093)","12063.0, 0.0, 72749.0, 9337.0, 0.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
G/L_Account_Number_____GLACCT,1,FK,128,"C (1491999), D (1452808)","1503000000.0, 1501000000.0, 2201400000.0, 1501000000.0, 1501000000.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Vendor_Name_/_Customer_Name_/_Application_____GLDESC,1,Text,"230,438","3.0 (293217), 1.0 (268187), 4.0 (267315), 2.0 (264767), 8.0 (247567), 5.0 (246417), 6.0 (244926), 10.0 (238069), 7.0 (230042), 11.0 (220778)","GREEN'S BLUE FLAME GAS CO INC      ,  325827                            , SPECIALTY PIPE & TUBE, INC.        , ACCU-TEST LABS, LLP                , CUSTOM THREADING INC               ","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
CUSTOMER_NUMBER_____GLCUST,1,FK,"1,098","1.0 (1579284), 0.0 (1365523)","0.0, 0.0, 860.0, 104.0, 0.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
G/L_Amount_-_Queries_____GLAMTQ,1,Text,"607,505","0.0 (1582505), 3.0 (134340), 4.0 (124632), 1.0 (122438), 2.0 (117996), 5.0 (115572), 8.0 (115257), 6.0 (112784), 10.0 (111186), 7.0 (107881)","-296.30000000000001, -521.61000000000001, -289.0, -1854.5599999999999, 131.75999999999999","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
G/L_Amount_____GLAMT,1,Text,"319,014","C (1491999), D (1452808)","230.16, 5239.8000000000002, 180.28999999999999, 750.74000000000001, 117.31","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Application_Code_____GLAPPL,1,FK,8,"IN (710514), IA (615607), IU (559816), AP (375505), CR (308988), CD (306663), PO (43588), MP (24126)","IN, IA, IU, PO, CR","2,944,807",0,nvarchar,(MAX),0,2,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Credit_/_Debit_Code_____GLCRDB,1,FK,2,"C (1491999), D (1452808)","D, C, C, D, D","2,944,807",0,nvarchar,(MAX),0,2,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Record_Code_____GLRECD,1,FK,2,"E (2918629), A (26178)","E, E, E, E, E","2,944,807",0,nvarchar,(MAX),0,2,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Order_Type_____GLTYPE,1,Category/Code,8,"  (2305074), Q (601412), O (24126), I (11124), A (1848), X (1196), D (23), F (4)"," , Q,  ,  ,  ","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Transaction_Type_____GLTRNT,1,Category/Code,6,"OE (1605070), IA (615607),    (596112), PO (79499), MP (24715), CM (23804)","IA,   , OE, IA, OE","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Lock_Box_Number_____GLLOCK,1,Category/Code,6,"0.0 (2635819), 3.0 (261422), 6.0 (45290), 1.0 (2212), 2.0 (44), 4.0 (20)","0.0, 0.0, 0.0, 0.0, 0.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Related_Party_Customer_or_Vendor_____GLRP#,1,Text,560,"  (2352223), V (592584)","121.0, 0.0, 0.0, 0.0, 0.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
A/P_Trans_____GLAPTR,1,Text,292,"1.0 (1579284), 0.0 (1365523)","0.0, 0.0, 0.0, 0.0, 24.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
G/L_Posting_Year_____GLPPYY,1,Date,8,"22.0 (554961), 23.0 (441720), 21.0 (400615), 24.0 (395843), 19.0 (385468), 18.0 (378186), 20.0 (263138), 25.0 (124876)","23.0, 22.0, 20.0, 23.0, 25.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Posting_Year_____GLPYY,1,Date,11,"22.0 (554786), 23.0 (442166), 21.0 (400506), 24.0 (395773), 19.0 (385593), 18.0 (377693), 20.0 (262809), 25.0 (125470), 12.0 (5), 30.0 (4)","22.0, 20.0, 18.0, 21.0, 24.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Posting_Day_____GLPDD,1,Date,31,"3.0 (293152), 1.0 (270046), 4.0 (266557), 2.0 (264813), 5.0 (247549), 8.0 (245991), 6.0 (244532), 10.0 (237930), 7.0 (231105), 11.0 (221456)","22.0, 18.0, 6.0, 31.0, 29.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Posting_Month_____GLPMM,1,Date,12,"3.0 (293152), 1.0 (270046), 4.0 (266557), 2.0 (264813), 5.0 (247549), 8.0 (245991), 6.0 (244532), 10.0 (237930), 7.0 (231105), 11.0 (221456)","8.0, 8.0, 6.0, 7.0, 3.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
G/L_Posting_Period_____GLPERD,1,Category/Code,13,"3.0 (292951), 1.0 (271885), 4.0 (265516), 2.0 (265177), 5.0 (247040), 6.0 (244822), 8.0 (244479), 10.0 (238907), 7.0 (231341), 11.0 (220159)","4.0, 11.0, 4.0, 1.0, 3.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Reference_Month_____GLRFMM,1,Category/Code,13,"0.0 (1582505), 3.0 (134340), 4.0 (124632), 1.0 (122438), 2.0 (117996), 5.0 (115572), 8.0 (115257), 6.0 (112784), 10.0 (111186), 7.0 (107881)","0.0, 4.0, 0.0, 0.0, 0.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
System_Month_____GLSMM,1,Category/Code,12,"3.0 (293217), 1.0 (268187), 4.0 (267315), 2.0 (264767), 8.0 (247567), 5.0 (246417), 6.0 (244926), 10.0 (238069), 7.0 (230042), 11.0 (220778)","10.0, 3.0, 1.0, 12.0, 7.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Reference_Year_____GLRFYY,1,Category/Code,10,"0.0 (1582505), 22.0 (254546), 23.0 (208265), 21.0 (184144), 24.0 (182496), 19.0 (179873), 18.0 (173054), 20.0 (123710), 25.0 (56126), 17.0 (88)","0.0, 24.0, 21.0, 23.0, 18.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
System_Year_____GLSYY,1,Category/Code,8,"22.0 (556279), 23.0 (441929), 21.0 (399221), 24.0 (395708), 19.0 (386724), 18.0 (376293), 20.0 (262792), 25.0 (125861)","19.0, 19.0, 20.0, 25.0, 18.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Batch_District_____GLBDIS,1,Category/Code,2,"0.0 (1965714), 1.0 (979093)","0.0, 0.0, 1.0, 0.0, 1.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Cust_Dist_____GLCDIS,1,Category/Code,2,"1.0 (1579284), 0.0 (1365523)","1.0, 1.0, 0.0, 0.0, 0.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Reference_Cent_____GLRFCC,1,Category/Code,2,"0.0 (1582505), 20.0 (1362302)","0.0, 20.0, 0.0, 0.0, 20.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Related_Parties_____GLRPTY,1,Category/Code,2,"  (2352223), V (592584)"," , V, V,  ,  ","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Trans_Dist_____GLTRDS,1,Category/Code,2,"1.0 (1744235), 0.0 (1200572)","0.0, 1.0, 1.0, 1.0, 1.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Company_Number_____GLCOMP,1,Category/Code,1,1.0 (2944807),"1.0, 1.0, 1.0, 1.0, 1.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Cost_Center_____GLCSTC,1,Category/Code,1,0.0 (2944807),"0.0, 0.0, 0.0, 0.0, 0.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
District_Number_____GLDIST,1,Category/Code,1,1.0 (2944807),"1.0, 1.0, 1.0, 1.0, 1.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Posting_Century_____GLPCC,1,Category/Code,1,20.0 (2944807),"20.0, 20.0, 20.0, 20.0, 20.0","2,944,807",0,nvarchar,(MAX),0,7,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Time_____GLTIME,1,Text,"47,049","  (2352223), V (592584)","160355.0, 85436.0, 143241.0, 104721.0, 110543.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Extract_Time_____GLEXTM,1,Text,"1,618","  (2352223), V (592584)","232724.0, 195719.0, 10429.0, 10032.0, 233945.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Display_ID_____GLDSP,1,Text,220,"  (2352223), V (592584)","YRIOSA1   , YRIOSA1   , YRIOSA1   , YRIOSB0   , CSTEWARTA0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
Extract_Date_____GLEXDT,1,Text,91,"  (2352223), V (592584)","20220701.0, 20250131.0, 20180221.0, 20220801.0, 20180905.0","2,944,807",0,nvarchar,(MAX),0,8,z_General_Ledger_Transaction_File_____GLTRANS,0.00%
GL_Account_Number_____GACCT,1,PK,258,"A (224), I (34)","4406600000.0, 4303200000.0, 4101300000.0, 4301300000.0, 4301310000.0",258,1,nvarchar,(MAX),0,8,z_General_Ledger_Account_file_____GLACCT,0.00%
GL_Description_____GACDES,1,Text,248,"A (224), I (34)","COGS - OUTSIDE PROCESSING COST     , OPERATIONAL BURDEN COST            , PREPAID FEDERAL INCOME TAXES       , MISCELLANEOUS WAREHOUSE EXPENSE    , ACCRUED PAYROLL TAXES              ",258,0,nvarchar,(MAX),0,8,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_3_____GAAR3,1,Text,59,"0.0 (120), 1125.0 (39), 535.0 (36), 765.0 (23), 205.0 (20), 95.0 (12), 1195.0 (4), 1155.0 (3), 1175.0 (1)","0.0, 0.0, 230.0, 0.0, 1300.0",258,0,nvarchar,(MAX),0,8,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_3_____GARP3,1,Text,59,"0.0 (119), 1125.0 (39), 535.0 (37), 765.0 (23), 205.0 (20), 95.0 (12), 1195.0 (4), 1155.0 (3), 1175.0 (1)","0.0, 0.0, 10.0, 0.0, 75.0",258,0,nvarchar,(MAX),0,8,z_General_Ledger_Account_file_____GLACCT,0.00%
GL_Bal._Sheet_Type_____GATYPC,1,Category/Code,7,"   (141), LU (41), AC (40), AF (20), NW (11), LL (4), AO (1)","  ,   , LL, AF,   ",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_1_____GAAR1,1,Category/Code,20,"0.0 (150), 635.0 (17), 725.0 (14), 25.0 (13), 315.0 (10), 415.0 (10), 205.0 (9), 65.0 (6), 115.0 (5), 455.0 (4)","725.0, 0.0, 65.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_1_____GARP1,1,Category/Code,20,"0.0 (150), 635.0 (17), 725.0 (14), 25.0 (13), 315.0 (10), 415.0 (10), 205.0 (9), 65.0 (6), 115.0 (5), 455.0 (4)","0.0, 0.0, 315.0, 725.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Last_Maintained_Year_____GALMYY,1,Category/Code,15,"94.0 (85), 13.0 (80), 14.0 (29), 15.0 (11), 23.0 (11), 99.0 (10), 21.0 (8), 24.0 (7), 20.0 (5), 17.0 (4)","94.0, 14.0, 14.0, 94.0, 94.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
01-12_____GALMMM,1,Category/Code,12,"6.0 (80), 10.0 (52), 9.0 (36), 12.0 (26), 2.0 (12), 4.0 (12), 11.0 (11), 1.0 (11), 5.0 (8), 8.0 (5)","10.0, 11.0, 10.0, 6.0, 5.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_2_____GAAR2,1,Category/Code,9,"0.0 (120), 1125.0 (39), 535.0 (36), 765.0 (23), 205.0 (20), 95.0 (12), 1195.0 (4), 1155.0 (3), 1175.0 (1)","205.0, 535.0, 765.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_2_____GARP2,1,Category/Code,9,"0.0 (119), 1125.0 (39), 535.0 (37), 765.0 (23), 205.0 (20), 95.0 (12), 1195.0 (4), 1155.0 (3), 1175.0 (1)","0.0, 1125.0, 0.0, 1125.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
GL_P&L_Type_____GATYPE,1,Category/Code,4,"B  (117), PG (108), PP (21), PI (12)","B , B , PP, B , PG",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
A=ACTIVE__D=DELETED_I=INACTIVE_____GARECD,1,Category/Code,2,"A (224), I (34)","A, A, A, A, I",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Last_Maintained_User_____GALMUS,1,Category/Code,7,"CFRIEND    (125), MWBASE     (85), CSTEWART   (35), SUSANNE    (8), TRNGRP1    (2), NTOVAR     (2), SHAWNE     (1)","MWBASE    , CFRIEND   , MWBASE    , CFRIEND   , CFRIEND   ",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Balance_Code_____GABALC,1,FK,2,"D (188), C (70)","D, C, C, D, D",258,0,nvarchar,(MAX),0,2,z_General_Ledger_Account_file_____GLACCT,0.00%
Contra_Acct_Code_____GACONT,1,FK,2,"  (169), C (89)","C,  , C,  ,  ",258,0,nvarchar,(MAX),0,2,z_General_Ledger_Account_file_____GLACCT,0.00%
Last_Maintained_Century_____GALMCC,1,Category/Code,2,"20.0 (163), 19.0 (95)","19.0, 19.0, 20.0, 20.0, 19.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_10_____GAAR10,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_4_____GAAR4,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_5_____GAAR5,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_6_____GAAR6,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_7_____GAAR7,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_8_____GAAR8,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Alt._Report_Line_9_____GAAR9,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Corporate_Acct?_____GACORP,1,Category/Code,1,-258," ,  ,  ,  ,  ",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_10_____GARP10,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_4_____GARP4,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_5_____GARP5,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_6_____GARP6,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_7_____GARP7,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_8_____GARP8,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_9_____GARP9,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Last_Maintained_Day_____GALMDD,1,Text,29,"6.0 (80), 10.0 (52), 9.0 (36), 12.0 (26), 2.0 (12), 4.0 (12), 11.0 (11), 1.0 (11), 5.0 (8), 8.0 (5)","19.0, 14.0, 26.0, 19.0, 11.0",258,0,nvarchar,(MAX),0,8,z_General_Ledger_Account_file_____GLACCT,0.00%
Vendor_#_____VVNDR,1,PK,730,N/A,"624.0, 752.0, 771.0, 587.0, 439.0",730,1,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Name_____VNAME,1,Short Text,705,N/A,"JOHN SINITIERE                     , HAMILTON METALS                    , PGC LOGISTICS LLC                  , ATLAS COPCO COMPRESSORS LLC        , BUDERUS EDELSTAHL GMBH             ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Federal_ID_Number_____VFEDID,1,FK,482,N/A,"208216282.0, 161620809.0, 760396056.0, 852876498.0, 760163468.0",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
SCAC_code_____VSCAC,1,FK,23,"                  (708), AAC               (1), ACT               (1), CTS               (1), CUS               (1), DGM               (1), DMM               (1), DOW               (1), FJW               (1), G&S               (1)","                 ,                  ,                  ,                  ,                  ",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
Default_G/L#_____VGLACT,1,FK,68,"4101120000.0 (97), 4209900000.0 (74), 4103200000.0 (58), 0.0 (53), 4203300000.0 (49), 4203900000.0 (41), 4103100000.0 (31), 4406600000.0 (25), 4103300000.0 (20), 4304800000.0 (20)","4304800000.0, 4203300000.0, 4404300000.0, 4201600000.0, 4101120000.0",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Alpha_Search_____VALPHA,1,Short Text,706,N/A,"GROVES INDUSTRIAL        , GLOBAL INDUSTRIAL        , PAVECON LTD              , W M DEWEY & SON INC      , TOPWATER GRAPHICS        ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
CITY_25_POS_____VCITY,1,Short Text,206,"HOUSTON                   (261), .                         (63), DALLAS                    (39), CAROL STREAM              (16), CHICAGO                   (9), LAFAYETTE                 (9), SPRING                    (9), THE WOODLANDS             (9), ATLANTA                   (8), CYPRESS                   (8)","MOBILE                   , .                        , PALATINE                 , HOUSTON                  , HOUSTON                  ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
ZIP_CODE_12_POS_____VZIP,1,FK,429,N/A,"77040       , 77032       , .           , 77530       , 77386       ",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Address_1_____VADDR1,1,Short Text,665,N/A,"2800 Post Oak Boulevard            , 11525 BRITTMOORE PARK DR           , 363 N SAM HOUSTON PARKWAY EAST     , 2 PARK AVE, STE 1600               , 240 S BRIDGE ST, STE 300           ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Address_2_____VADDR2,1,Short Text,95,"                                    (615), PO BOX 5019                         (7), PO BOX 4524                         (4), STE 200                             (4), .                                   (3), 230119 SLATINA, ROMANIA             (2), P.O. BOX 105414                     (2), PO BOX 5014                         (2), PO BOX 731137                       (2), SUITE 2100                          (2)","                                   ,                                    ,                                    ,                                    , 20872 CORNATE D'ADDA (MB)          ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Address_3_____VADDR3,1,Category,12,"                                    (717), .                                   (3), 10083-FAVRIA (TORINO)               (1), 300 WEST MAIN ST                    (1), 400 Howard Street                   (1), 4513 WESTERN AVE.                   (1), 700 W PONT DES MOUTON               (1), ALEGRE                              (1), CHINA PC 435000                     (1), HUNGSHI,HUBEI, CHINA PC 435000      (1)","                                   ,                                    , CHINA PC 435000                    ,                                    ,                                    ",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
Vendor_FAX_Number_____VFPHON,1,Short Text,134,"                   (594), 713 697 1035       (2), 832 399 1024       (2), 86 714 6297222     (2), .                  (1), 1 800 295 5571     (1), 212 216 9456       (1), 248 398 1434       (1), 281 320 9647       (1), 281 363 1902       (1)","                  ,                   ,                   , 508.533.5691      , 847 283 7260      ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Phone_Number_____VPHONE,1,Short Text,338,"                   (379), 281 449 8500       (2), 281 820 8070       (2), 713 239 0397       (2), 713 365 3800       (2), 713 670 9199       (2), 713 697 3033       (2), 713 856 2000       (2), 713 964 0022       (2), 800 358 1111       (2)","800 358 1111      , 832 597 9329      , 713 697 3033      , 800 964 1917      , 800 465 3717      ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
E-MAIL_ADDRESS_____VEMAL,1,Short Text,82,"                                                   (649), ACCOUNTS@FMGPUBLISHING.COM                         (1), ACCOUNTSRECEIVABLE@CERDIAN.COM                     (1), ACCOUNTSRECEIVABLE@HAMILTONMETALS.COM              (1), ADAM@AHPRODUCTS.COM                                (1), addicksfire@sbcglobal.net                          (1), AGRAZIANO@JWFGRP.COM                               (1), ALA@PRO-GRIND.COM                                  (1), ALLPROAIR@YAHOO.COM                                (1), AR@DGM-USA.COM                                     (1)","                                                  ,                                                   ,                                                   , linda@breninc.com                                 ,                                                   ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
WEB_SITE_ADDRESS_____VWEBS,1,Category,19,"                                                   (712), MYACCUTEK.COM                                      (1), WWW.BDO.CA                                         (1), WWW.BISHOPSAVES.COM                                (1), WWW.BOCTRUCKING.COM                                (1), WWW.BRENINC.COM                                    (1), WWW.CARMELINDUSTRIES.COM                           (1), WWW.CASSCOGRIND.COM                                (1), WWW.CONCENTRA.COM                                  (1), WWW.CROMDANESTEEL.COM                              (1)","WWW.FEDEX.COM                                     , WWW.WHITEBUFFALOSERVICES.COM                      ,                                                   ,                                                   ,                                                   ",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
State_Code_____VSTATE,1,FK,41,"TX (428), .  (61), IL (49), LA (31), PA (15), CA (14), AB (11), OH (11), GA (8),    (7)","TX, TX, TX, IL, TX",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
