SHPINST,z_Customer_Ship_To_Instruction_File_____SHPINST,731,0,731,0,0
ARCUST_01,z_Customer_Number_for_TS_to_be_01_____ARCUST_01,383,0,383,0,0
SHIPADR,z_Customer_Ship_To_Address_File_____SHIPADR,3293,0,3293,0,0
SALESOBJ,z_Customer_Sales_Objective_File_____SALESOBJ,10024,0,10024,0,0
ARCUST,z_Customer_Master_File_____ARCUST,1278,0,1278,0,0
ARCUST_B4,z_Customer_Master_File_____ARCUST_B4,438,0,438,0,0
EXHTRANS,z_Currency_Exchange_Transation_File_____EXHTRANS,44314,0,44314,0,0
CCLSMT,z_Customer_Class_Summary_file_MTD_____CCLSMT,35494,0,35494,0,0
CUTTHEAD,z_Cutting_Code_Header_File____quote#_1747__12/20/90_____CUTTHEAD,383,0,383,0,0
FRACDEC,z_Fraction/Decimal_Control_File_____FRACDEC,120,0,120,0,0
GLJRDT,z_G/L_Journal_Detail_File_____GLJRDT,17036,0,17036,0,0
FLASHINV,z_Daily_Flash_Reconciliation_____FLASHINV,2995,0,2995,0,0
EMPQUOTE,z_Employee_Quote_File_____EMPQUOTE,99,0,99,0,0
EMPLOYE,z_Employee_File_____EMPLOYE,99,0,99,0,0
EDICD2A,z_EDICD2A__--_EDI_2A_position_codes_____EDICD2A,94,0,94,0,0
DELTRACK,z_Delivery_Tracking_Performance_File_____DELTRACK,3894,0,3894,0,0
DISTRAFF,z_District_Application_Printer_File_____DISTRAFF,329,0,329,0,0
GLJRBA,z_G/L_Journal_Batch_Header_File_____GLJRBA,1406,0,1406,0,0
EDICD4,z_EDICD4__--_EDI_4_position_codes_____EDICD4,84,0,84,0,0
FASTPATH,z_Fast_Path_Description_File_____FASTPATH,5435,0,5435,0,0
WFOE895,z_Daily_invoicing_analysis_____WFOE895,70,0,70,0,0
EDICD3,z_EDICD2__--_EDI_3_position_codes_____EDICD3,395,0,395,0,0
CUTTOLD,z_District_--_Cutting_Code_Tolerances_____CUTTOLD,377,0,377,0,0
EMADDTL,z_E-Mail_additional_copies_____EMADDTL,177,0,177,0,0
FLASHRPT,z_Daily_Flash_Report_____FLASHRPT,40420,0,40420,0,0
CUTTMTX,z_Cutting_Code_Matrix_File___quote#_1747__12/20/90_____CUTTMTX,640,0,640,0,0
EDITAB66,z_EDI_Process_codes_from_TABLE_66_____EDITAB66,189,0,189,0,0
EMPPARMS,z_Employee_Parms_file_____EMPPARMS,99,0,99,0,0
ITEMCLSD,z_District_Class_File_____ITEMCLSD,144,0,144,0,0
IATRANHS,z_IATRANS_-_History_(Save_Batch)_____IATRANHS,492208,0,492208,0,0
GLJRHD,z_G/L_Journal_Header_File_____GLJRHD,2474,0,2474,0,0
IC011SLSP,z_IC011_Filing_exceptions_____IC011SLSP,352,0,352,0,0
ITEMONHD,z_Item_on_Hand_File_____ITEMONHD,2608,0,2608,0,0
ITEMMASTXX,z_Item_Master_File_____ITEMMASTXX,30170,0,30170,0,0
GLMASTHST,z_General_Ledger_Master_File_-_HISTORY_____GLMASTHST,1508,0,1508,0,0
GLACCT,z_General_Ledger_Account_file_____GLACCT,258,0,258,0,0
ITEMBG,z_Item_Master_File_____ITEMBG,1781,0,1781,0,0
IMAGEPDF,z_Image_PDF_____IMAGEPDF,108163,0,108163,0,0
RESTOCK,z_Inventory_Restock_File_____RESTOCK,113735,0,113735,0,0
GLRPTF,z_General_Ledger_Report_File_____GLRPTF,109,0,109,0,0
GLTRANS,z_General_Ledger_Transaction_File_____GLTRANS,2940563,0,2940563,0,0
IMAGEPDFB4,z_Image_PDF_____IMAGEPDFB4,494,0,494,0,0
ENDUSE,z_Industry_End_Use_Code_File_____ENDUSE,139,0,139,0,0
GLMAST,z_General_Ledger_Master_File_____GLMAST,258,0,258,0,0
INVMILL,z_Inventory_Mill_File_____INVMILL,74,0,74,0,0
ITEMONCM,z_Item_on_hand_comment_file_____ITEMONCM,1079,0,1079,0,0
ITEMHCMT,z_Item_Hist_Comments_(From_IA_Only)_____ITEMHCMT,106403,0,106403,0,0
ITEMONHDXX,z_Item_on_Hand_File_____ITEMONHDXX,10234,0,10234,0,0
ITEMMAST,z_Item_Master_File_____ITEMMAST,2609,0,2609,0,0
ITEMHIST,z_Item_Transaction_History_____ITEMHIST,721225,0,721225,0,0
ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,263,0,263,0,0
LINECMNT,z_Line_Related_Comments_____LINECMNT,932466,0,932466,0,0
TERMS,z_Master_Terms_Code_File_____TERMS,154,0,154,0,0
ITEMSMT,z_Item_Summary_MTD-Inventory_reports_____ITEMSMT,179631,0,179631,0,0
ITEMTUD,z_Item_Tag_User_Defined_fields_____ITEMTUD,196341,0,196341,0,0
EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,130,0,130,0,0
ITEMRMT,z_Item_Summary_-_Begin_Remote_Inventory_Balance_____ITEMRMT,59062,0,59062,0,0
LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,19647,0,19647,0,0
ITEMSYT,z_Item_Summary_YTD-Inventory_reports_____ITEMSYT,19369,0,19369,0,0
MPHSTHDR,z_M/P_Final_Header_____MPHSTHDR,1868,0,1868,0,0
MAINTHIST,z_Maintenance_history_____MAINTHIST,6354,0,6354,0,0
LINECCHG,z_line_comment_changes_____LINECCHG,13030,0,13030,0,0
MPHSTPRC,z_M/P_Final_Processing_Charges_____MPHSTPRC,6166,0,6166,0,0
MPHSTDET,z_M/P_Final_Detail_____MPHSTDET,1871,0,1871,0,0
MNFEST,z_Manifest_____MNFEST,374,0,374,0,0
MPDETAIL,z_Material_Processing_Order_Detail_____MPDETAIL,455,0,455,0,0
MPHSTUSE,z_M/P_Final_Used_____MPHSTUSE,6553,0,6553,0,0
MPHSTRSK,z_M/P_Final_Restock_____MPHSTRSK,7655,0,7655,0,0
MPHDRORD,z_Material_Processing_Order_Header_____MPHDRORD,456,0,456,0,0
POCASHMV,z_P/O_Cash_Movement_____POCASHMV,1302,0,1302,0,0
ORDTRCK,z_Order_Tracking_File_____ORDTRCK,150999,0,150999,0,0
MWRESET,z_mw100_reset_audit_trail_____MWRESET,1821,0,1821,0,0
MPTRCK,z_MP_Tracking_File_____MPTRCK,1748,0,1748,0,0
MPPROFIL,z_Material_Processing_Order_Profile_____MPPROFIL,456,0,456,0,0
GLDEBCRED,z_mp_debits/credits_from_gl_trans_file_____GLDEBCRED,1658,0,1658,0,0
OPERINFO,z_Operational_Information_____OPERINFO,6700,0,6700,0,0
MPSETUP,z_MP_Setup_Control_File_____MPSETUP,1924,0,1924,0,0
OESHPINS,z_Order_Ship_Instructions_____OESHPINS,186400,0,186400,0,0
EMAILLOG,z_MW_Email_Log_File_____EMAILLOG,7114,0,7114,0,0
MPTRKHST,z_MP_Tracking_History_File_____MPTRKHST,26655,0,26655,0,0
OEPROFIL,z_Order_Profile_File_____OEPROFIL,153601,0,153601,0,0
X820OAB,z_outbound_820_ach_vendor_____X820OAB,2174,0,2174,0,0
$DSPFDA,z_Output_file_for_DSPFD_TYPE(*MBRLIST)_____$DSPFDA,1496,0,1496,0,0
OEOPNORD,z_Open_Order_File_____OEOPNORD,153595,0,153595,0,0
OEDETAIL,z_Order_Detail_File_____OEDETAIL,151073,0,151073,0,0
ORDTRHST,z_Order_Tracking_File_____ORDTRHST,2836678,0,2836678,0,0
PCTRCK,z_PC_Tracking_File_____PCTRCK,41517,0,41517,0,0
PARTXMNT,z_partxml0_____PARTXMNT,3733,0,3733,0,0
X820OAD,z_outbound_820_ach_detail_____X820OAD,14269,0,14269,0,0
PICKDTL,z_Picker_Detail_File_____PICKDTL,147796,0,147796,0,0
PRCTCHRG,z_Process_Charges__-_Transactions_____PRCTCHRG,68446,0,68446,0,0
POCMPSMO,z_PO_Company_SMO_File_____POCMPSMO,45414,0,45414,0,0
POTRCK,z_PO_Tracking_File_____POTRCK,17250,0,17250,0,0
POCHGLOG,z_PO_Delivery_Date_Change_Log_____POCHGLOG,4556,0,4556,0,0
PRCHCHRG,z_Process_Charges__-_Header_____PRCHCHRG,38772,0,38772,0,0
PRCHTQTY,z_Process_Charges__-_Test_Quantity_____PRCHTQTY,34949,0,34949,0,0
PRODPROC,z_PRODPROC_--Production_Process_Codes_____PRODPROC,105,0,105,0,0
POMKPKLD,z_Purchase_Order_Mark/Pack/Load_____POMKPKLD,2829,0,2829,0,0
RCPTHIST,z_Purchase_Order_Receipt_History_____RCPTHIST,15474,0,15474,0,0
PRODFROM,z_Produced_From_____PRODFROM,47860,0,47860,0,0
PMATRX_B4,z_Price_Matrix_File_____PMATRX_B4,149,0,149,0,0
POHEADER,z_Purchase_Order_Header_File_____POHEADER,5014,0,5014,0,0
POCHANGE,z_Purchase_Order_Change_File_____POCHANGE,1260,0,1260,0,0
PODETAIL,z_Purchase_Order_Detail_File_____PODETAIL,4987,0,4987,0,0
POCOMMNT,z_Purchase_Order_Comment_File_(Whole_Order)_____POCOMMNT,557,0,557,0,0
PODELET,z_Purchase_order_delete_file_____PODELET,103,0,103,0,0
POTRKHST,z_PO_Tracking_History_File_____POTRKHST,112060,0,112060,0,0
PRDSBCLS,z_Product_Class/Subclass_File_____PRDSBCLS,412,0,412,0,0
POHEADERBH,z_Purchase_Order_Header_File_____POHEADERBH,743,0,743,0,0
RECONHST,z_RECONHST_--Reconciliation_History_____RECONHST,91976,0,91976,0,0
SLSASYT,z_S/A_Item_Summary_YTD-Inventory_reports_____SLSASYT,10704,0,10704,0,0
OEHISTRD,z_Quote_/_Order_Detail_History_File_____OEHISTRD,293287,0,293287,0,0
OEHISTRY,z_Quote_/_Order_History_Header_File_____OEHISTRY,299022,0,299022,0,0
REMOTEOH,z_Remote_Inventory_On_Hand_File_____REMOTEOH,1141,0,1141,0,0
SAGPADJ,z_S/A_Gross_Profit_Adjustment_Physical_file_____SAGPADJ,18854,0,18854,0,0
SLSASMT,z_S/A_Item_Summary_MTD-Inventory_reports_____SLSASMT,58095,0,58095,0,0
RCPTCOST,z_Rcptcost_-_PO_receipt_cost_history_____RCPTCOST,36271,0,36271,0,0
DPPFFD,z_Query_Builder_Physical_File_____DPPFFD,922,0,922,0,0
SPDETAIL,z_Service_Purchase_Order_Detail_File_____SPDETAIL,346563,0,346563,0,0
SHEETANL,z_Sheet/Split_Coil_Analysis_File_____SHEETANL,19998,0,19998,0,0
SLMNRCAP,z_Salesman_Recap_-_Calc_d_Sales_Figures_(Workfile)_____SLMNRCAP,2102,0,2102,0,0
SHIPDISP,z_ShipTo_Dispatch_info_____SHIPDISP,656,0,656,0,0
SLSDSCOV,z_Sales_Description_Override_____SLSDSCOV,165161,0,165161,0,0
SLMNSUM,z_Salesman_Summary_file_MTD_____SLMNSUM,2102,0,2102,0,0
SALESBUD,z_Sales_Budgeting_File_____SALESBUD,1302,0,1302,0,0
SAMTHLY,z_Sales_Analysis_Monthly_file_____SAMTHLY,312,0,312,0,0
SHSUMM,z_Shipment_Summary_File_____SHSUMM,35935,0,35935,0,0
SPHEADER,z_Service_Purchase_Order_Header_File_____SPHEADER,54436,0,54436,0,0
SHIPMAST,z_Shipments_File_____SHIPMAST,150146,0,150146,0,0
SPOTRCK,z_SPO_Tracking_File_____SPOTRCK,384657,0,384657,0,0
SYSCNSLM,z_System_Parameter_Last_Maintained_Reference_File_____SYSCNSLM,83,0,83,0,0
SLTUL,z_SLITTER_SET-UP_USED_ITEM_FILE_____SLTUL,9004,0,9004,0,0
CALENDAR,z_System_Calendar_File_____CALENDAR,192,0,192,0,0
TAGLOCMV,z_Tag_Location_Movement_History_____TAGLOCMV,508099,0,508099,0,0
SLTML,z_SLITTER_SET-UP_PRODUCED_(MADE)_ITEM_FILE_____SLTML,3818,0,3818,0,0
ITEMTPHS,z_Tag_Process_History_File_____ITEMTPHS,7099,0,7099,0,0
TRKOUTQ,z_Tracking_Outputq_File_____TRKOUTQ,90,0,90,0,0
TAGBUILD,z_TAGBUILD_--Tag_Build_Up_____TAGBUILD,5510,0,5510,0,0
ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,172,0,172,0,0
UPLOADPI,z_Upload_PC_file_for_Batch_Scanners_____UPLOADPI,521,0,521,0,0
TAGTRAN,z_TAGTRAN_--_Tag_Status_transaction_____TAGTRAN,303843,0,303843,0,0
ITEMTAG,z_Tag_Master_File_____ITEMTAG,288712,0,288712,0,0
ITEMTAGLAH,z_Tag_Master_File_____ITEMTAGLAH,238502,0,238502,0,0
SICODE,z_Standard_Industry_Code_File_____SICODE,427,0,427,0,0
TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,112189,0,112189,0,0
USEDLINE,z_Used_Line_File_____USEDLINE,205968,0,205968,0,0
TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,845,0,845,0,0
UPINPF,z_Upload_Data_from_IFS_____UPINPF,115,0,115,0,0
ITEMTAGB4,z_Tag_Master_File_____ITEMTAGB4,238501,0,238501,0,0
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
ITEMEXP,z______ITEMEXP,2,0,2,2,2
APDEBH,z_A/P_Debit_Header_File_____APDEBH,79,0,79,79,79
DBHWRK,z_A/P_Debit_Memo_Print_Workfile_-_Header_____DBHWRK,79,0,79,79,79
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,236,236,236,236
DBDWRK,z_A/P_Debit_Memo_Print_Workfile_-_Detail_____DBDWRK,81,0,81,81,81
APDEBD,z_A/P_Debit_Detail_File_____APDEBD,81,0,81,81,81
ITEMEXP,z______ITEMEXP,2,2,2,2,2
APDEBH,z_A/P_Debit_Header_File_____APDEBH,79,79,79,79,79
DBHWRK,z_A/P_Debit_Memo_Print_Workfile_-_Header_____DBHWRK,79,79,79,79,79
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,236,236,236,236
DBDWRK,z_A/P_Debit_Memo_Print_Workfile_-_Detail_____DBDWRK,81,81,81,81,81
APDEBD,z_A/P_Debit_Detail_File_____APDEBD,81,81,81,81,81
APPRC,z_A/P_Processor_Voucher_Data_File_____APPRC,141,0,141,141,141
APEDITR,z_A/P_EDI_transaction_selection_____APEDITR,202,0,202,202,202
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
CLIMITA,z_***_remove_next_rel_____CLIMITA,236,0,236,236,236
ADDHSTCT,z______ADDHSTCT,1506,0,1506,1506,1506
ITEMEXP,z______ITEMEXP,2,0,2,2,2
